ID,WorkflowStep,WorkflowStepStatus,WorkflowStepOutcome,ReasonName,InspectionBegin,InspectionFinish,InstallationDate,MeasureName,Installer,Inspector,PassedQty,FailedQty,IncentiveAmount,InstalledMeasureQty,UnitOfMeasure,FailCodes
555753,Reinspection,Work Completed,Work Complete,,3/8/2023,2023-03-08,1/12/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7135,1,0,400,1,Each,
555753,Reinspection,Work Completed,Work Complete,,3/8/2023,2023-03-08,1/12/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7135,1,0,400,1,Each,
555548,Reinspection,Work Completed,Work Complete,,3/8/2023,2023-03-08,1/24/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7135,1,0,400,1,Each,
555548,Reinspection,Work Completed,Work Complete,,3/8/2023,2023-03-08,1/24/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7135,1,0,400,1,Each,
555362,Reinspection,Work Completed,Work Complete,,3/8/2023,2023-03-08,1/10/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7135,1,0,400,1,Each,
555604,Reinspection,Work Completed,Work Complete,,3/8/2023,2023-03-08,1/30/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7135,1,0,400,1,Each,
555604,Reinspection,Work Completed,Work Complete,,3/8/2023,2023-03-08,1/30/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7135,1,0,400,1,Each,
555492,Reinspection,Work Completed,Work Complete,,3/8/2023,2023-03-08,1/16/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7135,1,0,400,1,Each,
555492,Reinspection,Work Completed,Work Complete,,3/8/2023,2023-03-08,1/16/2023,"Premium Efficiency Toilets, 0.8 gallons per flush (gpf)",Installer 7136,Inspector 7135,1,0,400,1,Each,
554542,Reinspection,Work Completed,Work Complete,,3/9/2023,2023-03-09,1/23/2023,Smart Irrigation Water Controller – 8 Stations,Installer 7136,Inspector 7135,1,0,330,1,Each,
808211,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,Low Flow Showerhead <=1.5 gpm,Installer 7153,Inspector 7138,0,1,30,1,Showerhead,
808211,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,12,1,Each,
808211,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,0,1,12,1,Each,
808025,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,Low Flow Showerhead <=1.5 gpm,Installer 7153,Inspector 7138,0,1,30,1,Showerhead,
808025,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,12,1,Each,
808025,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,0,1,12,1,Each,
807801,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,Low Flow Showerhead <=1.5 gpm,Installer 7153,Inspector 7138,0,2,60,2,Showerhead,
807801,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,12,1,Each,
807801,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,0,2,24,2,Each,
807615,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,12,1,Each,
807410,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
807410,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
807224,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
807224,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
807019,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,Low Flow Showerhead <=1.5 gpm,Installer 7153,Inspector 7138,0,2,60,2,Showerhead,
807019,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,12,1,Each,
807019,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,0,2,24,2,Each,
806832,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,Low Flow Showerhead <=1.5 gpm,Installer 7153,Inspector 7138,0,1,30,1,Showerhead,
806832,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,12,1,Each,
806832,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,0,1,12,1,Each,
806646,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,Low Flow Showerhead <=1.5 gpm,Installer 7153,Inspector 7138,0,1,0,0,Showerhead,
806646,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
806646,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
806460,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,Low Flow Showerhead <=1.5 gpm,Installer 7153,Inspector 7138,0,1,0,0,Showerhead,
806460,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
806460,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
806255,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
806255,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
806031,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,Low Flow Showerhead <=1.5 gpm,Installer 7153,Inspector 7138,0,1,30,1,Showerhead,
806031,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,12,1,Each,
806031,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-28,12/7/2022,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,0,1,12,1,Each,
805286,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-30,12/12/2022,Low Flow Showerhead <=1.5 gpm,Installer 7153,Inspector 7138,1,0,30,1,Showerhead,
805286,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-30,12/12/2022,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
805025,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-31,12/2/2022,Low Flow Showerhead <=1.5 gpm,Installer 7153,Inspector 7138,0,2,0,0,Showerhead,
805025,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-31,12/2/2022,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,0,2,0,0,Each,
805025,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-31,12/2/2022,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
804839,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-31,12/2/2022,Low Flow Showerhead <=1.5 gpm,Installer 7153,Inspector 7138,0,2,0,0,Showerhead,
804839,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-31,12/2/2022,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,0,2,0,0,Each,
804839,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-31,12/2/2022,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
804634,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-31,12/2/2022,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,0,2,0,0,Each,
804634,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-31,12/2/2022,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
474066,Inspection,Work Completed,Work Complete,,3/7/2023,2023-03-27,1/26/2023,Tankless Water Heaters,Installer 7316,Inspector 7138,1,0,1000,1,Each,
422863,Inspection,Work Completed,Work Complete,,3/7/2023,2023-03-13,1/7/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,1000,1,Each,
422863,Inspection,Work Completed,Work Complete,,3/7/2023,2023-03-13,1/7/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,1000,1,Each,
456123,Inspection,Work Completed,Work Complete,,3/7/2023,2023-03-07,1/19/2023,Tankless Water Heaters,Installer 7135,Inspector 7135,1,0,800,1,Each,
456123,Inspection,Work Completed,Work Complete,,3/7/2023,2023-03-07,1/19/2023,Tankless Water Heaters,Installer 7135,Inspector 7135,0,1,0,0,Each,
400466,Inspection,Work Completed,Work Complete,,3/7/2023,2023-03-16,1/17/2023,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,800,1,Each,
597174,Inspection,Work Completed,Work Complete,,3/7/2023,2023-03-13,12/6/2022,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,800,1,Each,
597174,Inspection,Work Completed,Work Complete,,3/7/2023,2023-03-13,12/6/2022,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,800,1,Each,
400466,Inspection,Work Completed,Work Complete,,3/7/2023,2023-03-07,1/17/2023,Tankless Water Heaters,Installer 7135,Inspector 7135,0,1,0,0,Each,
437844,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-21,1/15/2023,Tankless Water Heaters,Installer 7316,Inspector 7138,1,0,800,1,Each,
599410,Reinspection,Work Completed,Work Complete,,3/7/2023,2023-03-07,1/9/2023,"High Efficiency Toilets, 1.0 gpf",Installer 7137,Inspector 7138,1,0,425,1,Each,
599410,Reinspection,Work Completed,Work Complete,,3/7/2023,2023-03-07,1/9/2023,"High Efficiency Toilets, 1.0 gpf",Installer 7137,Inspector 7138,1,0,425,1,Each,
599410,Reinspection,Work Completed,Work Complete,,3/7/2023,2023-03-07,1/9/2023,Smart Irrigation Water Controller – 8 Stations,Installer 7137,Inspector 7138,1,0,330,1,Each,
700891,Inspection,Work Completed,Work Complete,,3/7/2023,2023-03-07,1/7/2023,Tankless Water Heaters,Installer 7135,Inspector 7135,1,0,1000,1,Each,
607534,Inspection,Work Completed,Work Complete,,3/7/2023,2023-03-07,8/16/2022,Energy Star Dryer,Installer 7135,Inspector 7135,1,0,70,1,Each,
303276,Inspection,Work Completed,Work Complete,,3/7/2023,2023-03-21,1/18/2023,Efficient Residential Gas Oven,Installer 7135,Inspector 7138,0,1,0,0,Each,
302978,Inspection,Work Completed,Work Complete,,3/7/2023,2023-03-21,1/18/2023,Energy Star Dryer,Installer 7135,Inspector 7138,1,0,70,1,Each,
289562,Inspection,Work Completed,Work Complete,,3/7/2023,2023-03-29,1/16/2023,Pool Heaters,Installer 7135,Inspector 7138,1,0,400,1,Each,
187472,Inspection,Work Completed,Work Complete,,3/6/2023,2023-03-08,1/12/2023,Tankless Water Heaters,Installer 7135,Inspector 7135,1,0,1000,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
644036,Inspection,Work Completed,Work Complete,,3/23/2023,2023-03-21,1/1/2023,Central System Tankless Water Heater Tier II (>=90%TE),Installer 7135,Inspector 7135,1,0,799.6,1,Each,
922057,Inspection,Work Completed,Work Complete,,3/6/2023,2023-03-08,6/25/2022,Energy Star Dryer,Installer 7316,Inspector 7135,1,0,70,1,Each,
289097,Inspection,Work Completed,Work Complete,,3/6/2023,2023-03-07,1/16/2023,Energy Star Dryer,Installer 7135,Inspector 7135,1,0,70,1,Each,
472575,Inspection,Work Completed,Work Complete,,3/6/2023,2023-03-08,12/13/2022,Tankless Water Heaters,Installer 7135,Inspector 7135,1,0,800,1,Each,
514630,Inspection,Work Completed,Work Complete,,3/7/2023,2023-03-16,12/21/2022,Process Boiler,Installer 7135,Inspector 7138,1,0,2000,1,Each,
59022,Inspection,Work Completed,Work Complete,,3/6/2023,2023-03-14,12/27/2022,Tankless Water Heaters,Installer 7135,Inspector 7138,1,0,600,1,Each,
22893,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-15,11/3/2022,Tankless Water Heaters,Installer 7135,Inspector 7135,1,0,1000,1,Each,
117412,Inspection,Work Completed,Work Complete,,3/7/2023,2023-03-10,11/8/2022,Tankless Water Heaters,Installer 7316,Inspector 7135,1,0,800,1,Each,
217975,Inspection,Work Completed,Work Complete,,3/6/2023,2023-03-07,1/14/2023,Energy Star Dryer,Installer 7135,Inspector 7135,1,0,70,1,Each,
281140,Inspection,Work Completed,Work Complete,,3/6/2023,2023-03-27,1/16/2023,Energy Star Dryer,Installer 7135,Inspector 7138,1,0,70,1,Each,
799845,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-31,11/29/2022,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
799845,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-31,11/29/2022,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,0,2,0,0,Each,
799845,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-31,11/29/2022,Low Flow Showerhead <=1.5 gpm,Installer 7153,Inspector 7138,0,2,0,0,Showerhead,
799640,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-31,11/29/2022,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
799640,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-31,11/29/2022,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
799640,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-31,11/29/2022,Low Flow Showerhead <=1.5 gpm,Installer 7153,Inspector 7138,0,1,0,0,Showerhead,
799435,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-31,11/29/2022,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,0,1,0,0,Each,
799435,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-31,11/29/2022,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,2,0,24,2,Each,
799249,Inspection,Work Completed,Work Complete,,3/15/2023,2023-04-03,11/29/2022,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
799062,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-30,11/29/2022,"Faucet Aerator, Kitchen Sink, <=1.5 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
799062,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-30,11/29/2022,"Faucet Aerator, Bathroom Sink, <=1.0 gpm - AR",Installer 7153,Inspector 7138,1,0,12,1,Each,
799062,Inspection,Work Completed,Work Complete,,3/15/2023,2023-03-30,11/29/2022,Low Flow Showerhead <=1.5 gpm,Installer 7153,Inspector 7138,1,0,30,1,Showerhead,
